2026-02-19 00:00:13 [tomcat-handler-183] INFO  : New session connected: 17aedabb-8612-9af7-91ca-6d2db80f6f33, user: t1
2026-02-19 00:00:13 [tomcat-handler-182] INFO  : New session connected: 5ec05386-0e29-ef5e-303e-eacdbf636adc, user: t1
2026-02-19 00:00:13 [tomcat-handler-184] INFO  : New message from user: t1
2026-02-19 00:00:13 [tomcat-handler-184] INFO  : End of message processing - session: 17aedabb-8612-9af7-91ca-6d2db80f6f33 from: UsernamePasswordAuthenticationToken [Principal=t1, Credentials=[PROTECTED], Authenticated=true, Details=WebAuthenticationDetails [RemoteIpAddress=192.168.0.13, SessionId=null], Granted Authorities=[ROLE_USER]]
2026-02-19 00:00:13 [tomcat-handler-185] INFO  : New message from user: t1
2026-02-19 00:00:13 [tomcat-handler-185] INFO  : End of message processing - session: 5ec05386-0e29-ef5e-303e-eacdbf636adc from: UsernamePasswordAuthenticationToken [Principal=t1, Credentials=[PROTECTED], Authenticated=true, Details=WebAuthenticationDetails [RemoteIpAddress=192.168.0.13, SessionId=null], Granted Authorities=[ROLE_USER]]
2026-02-19 00:00:14 [tomcat-handler-186] INFO  : New message from user: t1
2026-02-19 00:00:14 [tomcat-handler-186] INFO  : End of message processing - session: 17aedabb-8612-9af7-91ca-6d2db80f6f33 from: UsernamePasswordAuthenticationToken [Principal=t1, Credentials=[PROTECTED], Authenticated=true, Details=WebAuthenticationDetails [RemoteIpAddress=192.168.0.13, SessionId=null], Granted Authorities=[ROLE_USER]]
2026-02-19 00:00:14 [tomcat-handler-187] INFO  : New message from user: t1
2026-02-19 00:00:14 [tomcat-handler-187] INFO  : End of message processing - session: 17aedabb-8612-9af7-91ca-6d2db80f6f33 from: UsernamePasswordAuthenticationToken [Principal=t1, Credentials=[PROTECTED], Authenticated=true, Details=WebAuthenticationDetails [RemoteIpAddress=192.168.0.13, SessionId=null], Granted Authorities=[ROLE_USER]]
2026-02-19 00:00:14 [tomcat-handler-188] INFO  : New message from user: t1
2026-02-19 00:00:14 [tomcat-handler-188] INFO  : End of message processing - session: 17aedabb-8612-9af7-91ca-6d2db80f6f33 from: UsernamePasswordAuthenticationToken [Principal=t1, Credentials=[PROTECTED], Authenticated=true, Details=WebAuthenticationDetails [RemoteIpAddress=192.168.0.13, SessionId=null], Granted Authorities=[ROLE_USER]]
2026-02-19 00:00:14 [tomcat-handler-189] INFO  : New message from user: t1
2026-02-19 00:00:14 [tomcat-handler-189] INFO  : End of message processing - session: 17aedabb-8612-9af7-91ca-6d2db80f6f33 from: UsernamePasswordAuthenticationToken [Principal=t1, Credentials=[PROTECTED], Authenticated=true, Details=WebAuthenticationDetails [RemoteIpAddress=192.168.0.13, SessionId=null], Granted Authorities=[ROLE_USER]]
2026-02-19 00:00:14 [tomcat-handler-190] INFO  : New message from user: t1
2026-02-19 00:00:14 [tomcat-handler-190] INFO  : End of message processing - session: 17aedabb-8612-9af7-91ca-6d2db80f6f33 from: UsernamePasswordAuthenticationToken [Principal=t1, Credentials=[PROTECTED], Authenticated=true, Details=WebAuthenticationDetails [RemoteIpAddress=192.168.0.13, SessionId=null], Granted Authorities=[ROLE_USER]]
2026-02-19 00:00:14 [tomcat-handler-191] INFO  : New message from user: t1
2026-02-19 00:00:14 [tomcat-handler-191] INFO  : End of message processing - session: 17aedabb-8612-9af7-91ca-6d2db80f6f33 from: UsernamePasswordAuthenticationToken [Principal=t1, Credentials=[PROTECTED], Authenticated=true, Details=WebAuthenticationDetails [RemoteIpAddress=192.168.0.13, SessionId=null], Granted Authorities=[ROLE_USER]]
2026-02-19 00:00:14 [tomcat-handler-192] INFO  : New message from user: t1
2026-02-19 00:00:14 [tomcat-handler-192] INFO  : End of message processing - session: 17aedabb-8612-9af7-91ca-6d2db80f6f33 from: UsernamePasswordAuthenticationToken [Principal=t1, Credentials=[PROTECTED], Authenticated=true, Details=WebAuthenticationDetails [RemoteIpAddress=192.168.0.13, SessionId=null], Granted Authorities=[ROLE_USER]]
2026-02-19 00:00:14 [tomcat-handler-193] INFO  : New message from user: t1
2026-02-19 00:00:14 [tomcat-handler-193] INFO  : End of message processing - session: 17aedabb-8612-9af7-91ca-6d2db80f6f33 from: UsernamePasswordAuthenticationToken [Principal=t1, Credentials=[PROTECTED], Authenticated=true, Details=WebAuthenticationDetails [RemoteIpAddress=192.168.0.13, SessionId=null], Granted Authorities=[ROLE_USER]]
2026-02-19 00:00:14 [tomcat-handler-194] INFO  : New message from user: t1
2026-02-19 00:00:14 [tomcat-handler-194] INFO  : End of message processing - session: 17aedabb-8612-9af7-91ca-6d2db80f6f33 from: UsernamePasswordAuthenticationToken [Principal=t1, Credentials=[PROTECTED], Authenticated=true, Details=WebAuthenticationDetails [RemoteIpAddress=192.168.0.13, SessionId=null], Granted Authorities=[ROLE_USER]]
2026-02-19 00:00:14 [tomcat-handler-195] INFO  : New message from user: t1
2026-02-19 00:00:14 [tomcat-handler-195] INFO  : End of message processing - session: 17aedabb-8612-9af7-91ca-6d2db80f6f33 from: UsernamePasswordAuthenticationToken [Principal=t1, Credentials=[PROTECTED], Authenticated=true, Details=WebAuthenticationDetails [RemoteIpAddress=192.168.0.13, SessionId=null], Granted Authorities=[ROLE_USER]]
2026-02-19 00:00:14 [tomcat-handler-196] INFO  : New message from user: t1
2026-02-19 00:00:14 [tomcat-handler-196] INFO  : End of message processing - session: 17aedabb-8612-9af7-91ca-6d2db80f6f33 from: UsernamePasswordAuthenticationToken [Principal=t1, Credentials=[PROTECTED], Authenticated=true, Details=WebAuthenticationDetails [RemoteIpAddress=192.168.0.13, SessionId=null], Granted Authorities=[ROLE_USER]]
2026-02-19 00:00:14 [tomcat-handler-197] INFO  : New message from user: t1
2026-02-19 00:00:14 [tomcat-handler-197] INFO  : /synchronizeData connected: User UsernamePasswordAuthenticationToken [Principal=t1, Credentials=[PROTECTED], Authenticated=true, Details=WebAuthenticationDetails [RemoteIpAddress=192.168.0.13, SessionId=null], Granted Authorities=[ROLE_USER]]
2026-02-19 00:00:14 [tomcat-handler-197] INFO  : Attempting to NONE data: 2
2026-02-19 00:00:14 [tomcat-handler-197] INFO  : Attempting to NONE data: 3
2026-02-19 00:00:14 [tomcat-handler-197] INFO  : Attempting to NONE data: 4
2026-02-19 00:00:14 [tomcat-handler-197] INFO  : Attempting to NONE data: 5
2026-02-19 00:00:14 [tomcat-handler-197] INFO  : Attempting to NONE data: 4
2026-02-19 00:00:14 [tomcat-handler-197] INFO  : Attempting to NONE data: 5
2026-02-19 00:00:14 [tomcat-handler-197] INFO  : Sending message to owner: 17aedabb-8612-9af7-91ca-6d2db80f6f33
2026-02-19 00:00:14 [tomcat-handler-197] INFO  : End of message processing - session: 17aedabb-8612-9af7-91ca-6d2db80f6f33 from: UsernamePasswordAuthenticationToken [Principal=t1, Credentials=[PROTECTED], Authenticated=true, Details=WebAuthenticationDetails [RemoteIpAddress=192.168.0.13, SessionId=null], Granted Authorities=[ROLE_USER]]
2026-02-19 00:00:39 [tomcat-handler-198] ERROR : Error null - session: 17aedabb-8612-9af7-91ca-6d2db80f6f33 from: UsernamePasswordAuthenticationToken [Principal=t1, Credentials=[PROTECTED], Authenticated=true, Details=WebAuthenticationDetails [RemoteIpAddress=192.168.0.13, SessionId=null], Granted Authorities=[ROLE_USER]]
2026-02-19 00:00:39 [tomcat-handler-199] ERROR : Error null - session: 5ec05386-0e29-ef5e-303e-eacdbf636adc from: UsernamePasswordAuthenticationToken [Principal=t1, Credentials=[PROTECTED], Authenticated=true, Details=WebAuthenticationDetails [RemoteIpAddress=192.168.0.13, SessionId=null], Granted Authorities=[ROLE_USER]]
2026-02-19 00:00:39 [tomcat-handler-198] INFO  : Session closing: 17aedabb-8612-9af7-91ca-6d2db80f6f33 - reason: null
2026-02-19 00:00:39 [tomcat-handler-199] INFO  : Session closing: 5ec05386-0e29-ef5e-303e-eacdbf636adc - reason: null
2026-02-19 00:02:36 [tomcat-handler-200] INFO  : New session connected: 12fb8102-826b-00f8-a98f-dce29d528f46, user: t1
2026-02-19 00:02:36 [tomcat-handler-201] INFO  : New message from user: t1
2026-02-19 00:02:36 [tomcat-handler-201] INFO  : End of message processing - session: 12fb8102-826b-00f8-a98f-dce29d528f46 from: UsernamePasswordAuthenticationToken [Principal=t1, Credentials=[PROTECTED], Authenticated=true, Details=WebAuthenticationDetails [RemoteIpAddress=192.168.0.13, SessionId=null], Granted Authorities=[ROLE_USER]]
2026-02-19 00:02:36 [tomcat-handler-202] INFO  : New session connected: 81036cce-896e-8ff1-c0e1-0934eef52483, user: t1
2026-02-19 00:02:36 [tomcat-handler-203] INFO  : New message from user: t1
2026-02-19 00:02:36 [tomcat-handler-203] INFO  : End of message processing - session: 81036cce-896e-8ff1-c0e1-0934eef52483 from: UsernamePasswordAuthenticationToken [Principal=t1, Credentials=[PROTECTED], Authenticated=true, Details=WebAuthenticationDetails [RemoteIpAddress=192.168.0.13, SessionId=null], Granted Authorities=[ROLE_USER]]
2026-02-19 00:02:36 [tomcat-handler-203] INFO  : New message from user: t1
2026-02-19 00:02:36 [tomcat-handler-203] INFO  : End of message processing - session: 81036cce-896e-8ff1-c0e1-0934eef52483 from: UsernamePasswordAuthenticationToken [Principal=t1, Credentials=[PROTECTED], Authenticated=true, Details=WebAuthenticationDetails [RemoteIpAddress=192.168.0.13, SessionId=null], Granted Authorities=[ROLE_USER]]
2026-02-19 00:02:36 [tomcat-handler-203] INFO  : New message from user: t1
2026-02-19 00:02:36 [tomcat-handler-203] INFO  : End of message processing - session: 81036cce-896e-8ff1-c0e1-0934eef52483 from: UsernamePasswordAuthenticationToken [Principal=t1, Credentials=[PROTECTED], Authenticated=true, Details=WebAuthenticationDetails [RemoteIpAddress=192.168.0.13, SessionId=null], Granted Authorities=[ROLE_USER]]
2026-02-19 00:02:36 [tomcat-handler-204] INFO  : New message from user: t1
2026-02-19 00:02:36 [tomcat-handler-204] INFO  : End of message processing - session: 81036cce-896e-8ff1-c0e1-0934eef52483 from: UsernamePasswordAuthenticationToken [Principal=t1, Credentials=[PROTECTED], Authenticated=true, Details=WebAuthenticationDetails [RemoteIpAddress=192.168.0.13, SessionId=null], Granted Authorities=[ROLE_USER]]
2026-02-19 00:02:36 [tomcat-handler-204] INFO  : New message from user: t1
2026-02-19 00:02:36 [tomcat-handler-204] INFO  : End of message processing - session: 81036cce-896e-8ff1-c0e1-0934eef52483 from: UsernamePasswordAuthenticationToken [Principal=t1, Credentials=[PROTECTED], Authenticated=true, Details=WebAuthenticationDetails [RemoteIpAddress=192.168.0.13, SessionId=null], Granted Authorities=[ROLE_USER]]
2026-02-19 00:02:36 [tomcat-handler-205] INFO  : New message from user: t1
2026-02-19 00:02:36 [tomcat-handler-205] INFO  : End of message processing - session: 81036cce-896e-8ff1-c0e1-0934eef52483 from: UsernamePasswordAuthenticationToken [Principal=t1, Credentials=[PROTECTED], Authenticated=true, Details=WebAuthenticationDetails [RemoteIpAddress=192.168.0.13, SessionId=null], Granted Authorities=[ROLE_USER]]
2026-02-19 00:02:36 [tomcat-handler-206] INFO  : New message from user: t1
